"AccSpeciesName","AccSpeciesID","Genus","SpeciesEpithet","Family","PlantGrowthForm","LeafType","LeafPhenology","PhotosyntheticPathway","param_count_before","param_count_after","PFT","spec.name","scientificName","taxonomicStatus","New.accepted","scientificNameAuthorship","genus","family","taxonID"
"Rubus rosifolius",47317,"Rubus","rosifolius","Rosaceae","shrub","broadleaved","evergreen","C3",4,4,"ESH","Rubus rosifolius","Rubus rosifolius","Accepted",FALSE,"Sm.","Rubus","Rosaceae","wfo-0001007197"
"Ruschia karrooica",47548,"Ruschia","karrooica","Aizoaceae","shrub","broadleaved","evergreen",NA,2,3,"ESH","Ruschia karrooica","Ruschia karrooica","Accepted",FALSE,"(L.Bolus) L.Bolus","Ruschia","Aizoaceae","wfo-0001294012"
"Sageretia thea",71186,"Sageretia","thea","Rhamnaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Sageretia thea","Sageretia thea","Accepted",FALSE,"(Osbeck) M.C.Johnst.","Sageretia","Rhamnaceae","wfo-0001131300"
"Salacia chlorantha",47726,"Salacia","chlorantha","Celastraceae","shrub","broadleaved","evergreen",NA,2,3,"ESH","Salacia chlorantha","Salacia chlorantha","Accepted",FALSE,"Oliv.","Salacia","Celastraceae","wfo-0000436569"
"Salacia congolensis",47727,"Salacia","congolensis","Celastraceae","shrub","broadleaved","evergreen",NA,2,3,"ESH","Salacia congolensis","Salacia congolensis","Accepted",FALSE,"De Wild. & T.Durand","Salacia","Celastraceae","wfo-0000436601"
"Salacia elegans",47728,"Salacia","elegans","Celastraceae","shrub","broadleaved","evergreen",NA,2,3,"ESH","Salacia elegans","Salacia elegans","Accepted",FALSE,"Welw. ex Oliv.","Salacia","Celastraceae","wfo-0000436729"
"Salacia erecta",47730,"Salacia","erecta","Celastraceae","shrub","broadleaved","evergreen",NA,2,3,"ESH","Salacia erecta","Salacia erecta","Accepted",FALSE,"(G.Don) Walp.","Salacia","Celastraceae","wfo-0000436722"
"Salacia madagascariensis",47742,"Salacia","madagascariensis","Celastraceae","shrub","broadleaved","evergreen",NA,2,3,"ESH","Salacia madagascariensis","Salacia madagascariensis","Accepted",FALSE,"(Lam.) DC.","Salacia","Celastraceae","wfo-0001065374"
"Scutia myrtina",49280,"Scutia","myrtina","Rhamnaceae","shrub","broadleaved","evergreen","C3",4,4,"ESH","Scutia myrtina","Scutia myrtina","Accepted",FALSE,"Kurz","Scutia","Rhamnaceae","wfo-0000504062"
"Senecio maranguensis",71398,"Senecio","maranguensis","Asteraceae","shrub","broadleaved","evergreen",NA,1,3,"ESH","Senecio maranguensis","Senecio maranguensis","Accepted",FALSE,"O.Hoffm.","Senecio","Asteraceae","wfo-0000115613"
"Senna tora",49716,"Senna","tora","Fabaceae","herb","broadleaved","evergreen","C3",3,4,"ESH","Senna tora","Senna tora","Accepted",FALSE,"(L.) Roxb.","Senna","Fabaceae","wfo-0000165011"
"Sericostachys scandens",49742,"Sericostachys","scandens","Amaranthaceae","shrub","broadleaved","evergreen",NA,1,3,"ESH","Sericostachys scandens","Sericostachys scandens","Accepted",FALSE,"Gilg & Lopr.","Sericostachys","Amaranthaceae","wfo-0000435058"
"Serruria fasciflora",49777,"Serruria","fasciflora","Proteaceae","shrub","broadleaved","evergreen","C3",4,4,"ESH","Serruria fasciflora","Serruria fasciflora","Accepted",FALSE,"Knight","Serruria","Proteaceae","wfo-0001106612"
"Serruria fucifolia",49778,"Serruria","fucifolia","Proteaceae","shrub","broadleaved","evergreen","C3",4,4,"ESH","Serruria fucifolia","Serruria fucifolia","Accepted",FALSE,"Knight","Serruria","Proteaceae","wfo-0001106620"
"Serruria hirsuta",49779,"Serruria","hirsuta","Proteaceae","shrub","broadleaved","evergreen","C3",4,4,"ESH","Serruria hirsuta","Serruria hirsuta","Accepted",FALSE,"R.Br.","Serruria","Proteaceae","wfo-0001106625"
"Serruria nervosa",49780,"Serruria","nervosa","Proteaceae","shrub","broadleaved","evergreen","C3",4,4,"ESH","Serruria nervosa","Serruria nervosa","Accepted",FALSE,"Meisn.","Serruria","Proteaceae","wfo-0001106637"
"Sida acuta",50069,"Sida","acuta","Malvaceae","herb/shrub","broadleaved","evergreen","C3",4,4,"ESH","Sida acuta","Sida acuta","Accepted",FALSE,"Burm.f.","Sida","Malvaceae","wfo-0000496936"
"Solanum linnaeanum",50732,"Solanum","linnaeanum","Solanaceae","shrub","broadleaved","evergreen","C3",1,4,"ESH","Solanum linnaeanum","Solanum linnaeanum","Accepted",FALSE,"Hepper & P.-M.L.Jaeger","Solanum","Solanaceae","wfo-0001029101"
"Solanum nigrum",50755,"Solanum","nigrum","Solanaceae","herb","broadleaved","evergreen","C3",3,4,"ESH","Solanum nigrum","Solanum nigrum","Accepted",FALSE,"L.","Solanum","Solanaceae","wfo-0001029815"
"Stellaria media",51634,"Stellaria","media","Caryophyllaceae","herb","broadleaved","evergreen","C3",3,4,"ESH","Stellaria media","Stellaria media","Accepted",FALSE,"(L.) Vill.","Stellaria","Caryophyllaceae","wfo-0000436325"
"Strychnos lucens",52125,"Strychnos","lucens","Loganiaceae","shrub","broadleaved","evergreen",NA,2,3,"ESH","Strychnos lucens","Strychnos lucens","Accepted",FALSE,"Baker","Strychnos","Loganiaceae","wfo-0000503015"
"Strychnos panganensis",52138,"Strychnos","panganensis","Loganiaceae","shrub","broadleaved","evergreen",NA,1,3,"ESH","Strychnos panganensis","Strychnos panganensis","Accepted",FALSE,"Gilg","Strychnos","Loganiaceae","wfo-0001073889"
"Stylosanthes fruticosa",52201,"Stylosanthes","fruticosa","Fabaceae","herb/shrub","broadleaved","evergreen","C3",3,4,"ESH","Stylosanthes fruticosa","Stylosanthes fruticosa","Accepted",FALSE,"(Retz.) Alston","Stylosanthes","Fabaceae","wfo-0000176343"
"Syncarpha vestita",52622,"Syncarpha","vestita","Asteraceae","herb","broadleaved","evergreen",NA,2,3,"ESH","Syncarpha vestita","Syncarpha vestita","Accepted",FALSE,"(L.) B.Nord.","Syncarpha","Asteraceae","wfo-0000031576"
"Synsepalum subcordatum",52651,"Synsepalum","subcordatum","Sapotaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Synsepalum subcordatum","Synsepalum subcordatum","Accepted",FALSE,"De Wild.","Synsepalum","Sapotaceae","wfo-0000318161"
"Tetracera alnifolia",53820,"Tetracera","alnifolia","Dilleniaceae","shrub","broadleaved","evergreen",NA,2,3,"ESH","Tetracera alnifolia","Tetracera alnifolia","Accepted",FALSE,"Willd.","Tetracera","Dilleniaceae","wfo-0000409096"
"Thamnochortus cinereus",54012,"Thamnochortus","cinereus","Restionaceae","herb","broadleaved","evergreen",NA,2,3,"ESH","Thamnochortus cinereus","Thamnochortus cinereus","Accepted",FALSE,"H.P.Linder","Thamnochortus","Restionaceae","wfo-0000570724"
"Thecacoris spathulifolia",54033,"Thecacoris","spathulifolia","Euphorbiaceae","shrub","broadleaved","evergreen",NA,2,3,"ESH","Thecacoris spathulifolia","Thecacoris spathulifolia","Accepted",FALSE,"(Pax) Leandri","Thecacoris","Phyllanthaceae","wfo-0000322800"
"Thunbergia alata",54213,"Thunbergia","alata","Acanthaceae","herb","broadleaved","evergreen","C3",3,4,"ESH","Thunbergia alata","Thunbergia alata","Accepted",FALSE,"Bojer ex Sims","Thunbergia","Acanthaceae","wfo-0000410251"
"Toddalia asiatica",54436,"Toddalia","asiatica","Rutaceae","shrub","broadleaved","evergreen","C3",4,4,"ESH","Toddalia asiatica","Toddalia asiatica","Accepted",FALSE,"(L.) Lam.","Toddalia","Rutaceae","wfo-0000455337"
"Tribulus terrestris",54718,"Tribulus","terrestris","Zygophyllaceae","herb","broadleaved","evergreen","C4",3,4,"ESH","Tribulus terrestris","Tribulus terrestris","Accepted",FALSE,"L.","Tribulus","Zygophyllaceae","wfo-0000457857"
"Triclisia patens",72079,"Triclisia","patens","Menispermaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Triclisia patens","Triclisia patens","Accepted",FALSE,"Oliv.","Triclisia","Menispermaceae","wfo-0000456497"
"Tridax procumbens",54904,"Tridax","procumbens","Asteraceae","herb","broadleaved","evergreen","C3",4,4,"ESH","Tridax procumbens","Tridax procumbens","Accepted",FALSE,"L.","Tridax","Asteraceae","wfo-0000086034"
"Triumfetta rhomboidea",55263,"Triumfetta","rhomboidea","Tiliaceae","shrub","broadleaved","evergreen","C3",4,4,"ESH","Triumfetta rhomboidea","Triumfetta rhomboidea","Accepted",FALSE,"Jacq.","Triumfetta","Malvaceae","wfo-0000457668"
"Urera hypselodendron",55550,"Urera","hypselodendron","Urticaceae","shrub","broadleaved","evergreen","C3",2,4,"ESH","Urera hypselodendron","Scepocarpus hypselodendron","Accepted",TRUE,"(Hochst. ex A.Rich.) T.Wells & A.K.Monro","Scepocarpus","Urticaceae","wfo-1000024663"
"Uvaria acuminata",55650,"Uvaria","acuminata","Annonaceae","shrub","broadleaved","evergreen",NA,2,3,"ESH","Uvaria acuminata","Uvaria acuminata","Accepted",FALSE,"Oliv.","Uvaria","Annonaceae","wfo-0001065775"
"Uvaria chamae",55654,"Uvaria","chamae","Annonaceae","shrub","broadleaved","evergreen",NA,3,3,"ESH","Uvaria chamae","Uvaria chamae","Accepted",FALSE,"P.Beauv.","Uvaria","Annonaceae","wfo-0000415872"
"Uvaria schweinfurthii",72192,"Uvaria","schweinfurthii","Annonaceae","shrub","broadleaved","evergreen",NA,2,3,"ESH","Uvaria schweinfurthii","Uvaria schweinfurthii","Accepted",FALSE,"Engl. & Diels","Uvaria","Annonaceae","wfo-0000416245"
"Uvariopsis congolana",55673,"Uvariopsis","congolana","Annonaceae","shrub","broadleaved","evergreen",NA,1,3,"ESH","Uvariopsis congolana","Uvariopsis congolana","Accepted",FALSE,"(De Wild.) R.E.Fr.","Uvariopsis","Annonaceae","wfo-0000416312"
"Vepris nobilis",72220,"Vepris","nobilis","Rutaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Vepris nobilis","Vepris nobilis","Accepted",FALSE,"(Delile) Mziray","Vepris","Rutaceae","wfo-0000420153"
"Vepris uguenensis",55959,"Vepris","uguenensis","Rutaceae","shrub","broadleaved","evergreen","C3",2,4,"ESH","Vepris uguenensis","Vepris uguenensis","Accepted",FALSE,"Engl.","Vepris","Rutaceae","wfo-0001133230"
"Vernonia brachycalyx",56088,"Vernonia","brachycalyx","Asteraceae","shrub","broadleaved","evergreen",NA,2,3,"ESH","Vernonia brachycalyx","Vernonia brachycalyx","Accepted",FALSE,"O.Hoffm.","Vernonia","Asteraceae","wfo-0000075606"
"Vernonia zanzibarensis",56223,"Vernonia","zanzibarensis","Asteraceae","shrub","broadleaved","evergreen",NA,1,3,"ESH","Vernonia zanzibarensis","Vernonia zanzibarensis","Accepted",FALSE,"Less.","Vernonia","Asteraceae","wfo-0000017430"
"Whitfieldia elongata",57013,"Whitfieldia","elongata","Acanthaceae","shrub","broadleaved","evergreen","C3",3,4,"ESH","Whitfieldia elongata","Whitfieldia elongata","Accepted",FALSE,"(P.Beauv.) De Wild. & T.Durand","Whitfieldia","Acanthaceae","wfo-0000427683"
"Xylotheca kraussiana",57318,"Xylotheca","kraussiana","Flacourtiaceae","shrub","broadleaved","evergreen",NA,2,3,"ESH","Xylotheca kraussiana","Xylotheca kraussiana","Accepted",FALSE,"Hochst.","Xylotheca","Achariaceae","wfo-0001062866"
"Zantedeschia aethiopica",57384,"Zantedeschia","aethiopica","Araceae","herb","broadleaved","evergreen","C3",3,4,"ESH","Zantedeschia aethiopica","Zantedeschia aethiopica","Accepted",FALSE,"(L.) Spreng.","Zantedeschia","Araceae","wfo-0000335148"
"Zehneria minutiflora",57453,"Zehneria","minutiflora","Cucurbitaceae","herb","broadleaved","evergreen",NA,2,3,"ESH","Zehneria minutiflora","Zehneria minutiflora","Accepted",FALSE,"(Cogn.) C.Jeffrey","Zehneria","Cucurbitaceae","wfo-0000430209"
"Herniaria fontanesii",NA,"Herniaria","fontanesii","Caryophyllaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Herniaria fontanesii","Herniaria fontanesii","Accepted",FALSE,"J.Gay","Herniaria","Caryophyllaceae","wfo-0000720671"
"Atractylis serratuloides",NA,"Atractylis","serratuloides","Asteraceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Atractylis serratuloides","Atractylis serratuloides","Accepted",FALSE,"(Cass.) DC.","Atractylis","Asteraceae","wfo-0000057904"
"Ruschia putterillii",NA,"Ruschia","putterillii","Aizoaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Ruschia putterillii","Ruschia putterillii","Accepted",FALSE,"(L.Bolus) L.Bolus","Ruschia","Aizoaceae","wfo-0001294121"
"Erica sp",NA,"Erica",NA,"Ericaceae","shrub","needleleaved","evergreen",NA,0,3,"ESH","Erica sp",NA,NA,FALSE,NA,NA,NA,""
"Caroxylon dendroides",NA,"Caroxylon","dendroides","Amaranthaceae","shrub","needleleaved","evergreen",NA,0,3,"ESH","Caroxylon dendroides","Salsola dendroides","Accepted",TRUE,"Pall.","Salsola","Amaranthaceae","wfo-0000436182"
"Protea grandiceps",NA,"Protea","grandiceps","Proteacea","shrub","broadleaved","evergreen",NA,0,3,"ESH","Protea grandiceps","Protea grandiceps","Accepted",FALSE,"Tratt.","Protea","Proteaceae","wfo-0001106769"
"Delosperma lavisiae",NA,"Delosperma","lavisiae","Aizoaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Delosperma lavisiae","Delosperma lavisiae","Accepted",FALSE,"L.Bolus","Delosperma","Aizoaceae","wfo-0000639530"
"Filago desertorum",NA,"Filago","desertorum","Asteraceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Filago desertorum","Filago desertorum","Accepted",FALSE,"Pomel","Filago","Asteraceae","wfo-0000066294"
"Salvia rosmarinus",NA,"Salvia","rosmarinus","Lamiaceae","shrub","needleleaved","evergreen",NA,0,3,"ESH","Salvia rosmarinus","Salvia rosmarinus","Accepted",FALSE,"Spenn.","Salvia","Lamiaceae","wfo-0000302167"
"Caroxylon gemmascens",NA,"Caroxylon","gemmascens","Amaranthaceae","shrub","needleleaved","evergreen",NA,0,3,"ESH","Caroxylon gemmascens","Salsola gemmascens","Accepted",TRUE,"Pall.","Salsola","Amaranthaceae","wfo-0000436150"
"Salsola verticillata",NA,"Salsola","verticillata","Amaranthaceae","shrub","needleleaved","evergreen",NA,0,3,"ESH","Salsola verticillata","Salsola verticillata","Accepted",FALSE,"Schousb.","Salsola","Amaranthaceae","wfo-0000437735"
"Helichrysum forskahlii",NA,"Helichrysum","forskaolii","Asteraceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Helichrysum forskahlii","Helichrysum forskahlii","Accepted",FALSE,"(J.F.Gmel.) Hilliard & B.L.Burtt","Helichrysum","Asteraceae","wfo-0000118360"
"Psychotria petiginosa",NA,"Psychotria","petiginosa","Rubiaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Psychotria petiginosa","Psychotria petiginosa","Accepted",FALSE,"Brenan","Psychotria","Rubiaceae","wfo-0000287097"
"Limonium echioides",NA,"Limonium","echoides","Plumbaginaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Limonium echioides","Limonium echioides","Accepted",FALSE,"(L.) Mill.","Limonium","Plumbaginaceae","wfo-0000444376"
"Peperomia fernandopoiana",NA,"Peperomia","fernandopoiana","Piperaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Peperomia fernandopoiana","Peperomia fernandopoiana","Accepted",FALSE,"C.DC.","Peperomia","Piperaceae","wfo-0001094001"
"Alchemilla argyrophylla",NA,"Alchemilla","argyrophylla","Rosaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Alchemilla argyrophylla","Alchemilla argyrophylla","Accepted",FALSE,"Oliv.","Alchemilla","Rosaceae","wfo-0000995373"
"Euryops dacrydioides",NA,"Euryops","dacrydioides","Asteraceae","shrub","needleleaved","evergreen",NA,0,3,"ESH","Euryops dacrydioides","Euryops dacrydioides","Accepted",FALSE,"Oliv.","Euryops","Asteraceae","wfo-0000066862"
"Helichrysum citrispinum",NA,"Helichrysum","citrispinum","Asteraceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Helichrysum citrispinum","Helichrysum citrispinum","Accepted",FALSE,"Delile","Helichrysum","Asteraceae","wfo-0000130311"
"Isoglossa laxa",NA,"Isoglossa","laxa","Acanthaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Isoglossa laxa","Isoglossa laxa","Accepted",FALSE,"Oliv.","Isoglossa","Acanthaceae","wfo-0000732542"
"Pelargonium sp",NA,"Pelargonium",NA,"Geraniaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Pelargonium sp",NA,NA,FALSE,NA,NA,NA,""
"Plectranthus alboviolaceus",NA,"Plectranthus","alboviolaceus","Lamiaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Plectranthus alboviolaceus","Plectranthus alboviolaceus","Accepted",FALSE,"Gürke","Plectranthus","Lamiaceae","wfo-0000275211"
"Searsia natalensis",NA,"Searsia","natalensis","Anacardiaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Searsia natalensis","Searsia natalensis","Accepted",FALSE,"(Bernh. ex Krauss) F.A.Barkley","Searsia","Anacardiaceae","wfo-0000434889"
"Parochetus communis",NA,"Parochetus","communis","Fabaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Parochetus communis","Parochetus communis","Accepted",FALSE,"Buch.-Ham. ex D.Don","Parochetus","Fabaceae","wfo-0000212932"
"Plectranthus sp",NA,"Plectranthus",NA,"Lamiaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Plectranthus sp",NA,NA,FALSE,NA,NA,NA,""
"Plectranthus sylvestris",NA,"Plectranthus","sylvestris","Lamiaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Plectranthus sylvestris","Coleus sylvestris","Accepted",TRUE,"(Gürke) A.J.Paton & Phillipson","Coleus","Lamiaceae","wfo-1000031658"
"Mimulopsis kilimandscharica",NA,"Mimulopsis","kilimandscharica","Acanthaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Mimulopsis kilimandscharica","Mimulopsis kilimandscharica","Accepted",FALSE,"Lindau","Mimulopsis","Acanthaceae","wfo-0001264575"
"Allophylus ferrugineus",NA,"Allophylus","ferrugineus","Sapindaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Allophylus ferrugineus","Allophylus ferrugineus","Accepted",FALSE,"Taub.","Allophylus","Sapindaceae","wfo-0000526668"
"Erica trimera",NA,"Erica","trimera","Ericaceae","shrub","needleleaved","evergreen",NA,0,3,"ESH","Erica trimera","Erica trimera","Accepted",FALSE,"(Engl.) Beentje","Erica","Ericaceae","wfo-0000673455"
"Ruellia prostrata",NA,"Ruellia","prostrata","Acanthaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Ruellia prostrata","Ruellia prostrata","Accepted",FALSE,"Poir.","Ruellia","Acanthaceae","wfo-0000400882"
"Paronychia arabica",NA,"Paronychia",NA,"Caryophyllaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Paronychia arabica","Paronychia arabica","Accepted",FALSE,"(L.) DC.","Paronychia","Caryophyllaceae","wfo-0000466822"
"Phylica sp",NA,"Phylica",NA,"Rhamnaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Phylica sp","Phylica simii","Accepted",FALSE,"Pillans","Phylica","Rhamnaceae","wfo-0001131164"
"Clinopodium abyssinicum",NA,"Clinopodium","abyssinicum","Lamiaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Clinopodium abyssinicum","Clinopodium abyssinicum","Accepted",FALSE,"(Benth.) Kuntze","Clinopodium","Lamiaceae","wfo-0000890505"
"Osteospermum moniliferum",NA,"Osteospermum","moniliferum","Asteraceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Osteospermum moniliferum","Chrysanthemoides monilifera","Accepted",TRUE,"(L.) Norl.","Chrysanthemoides","Asteraceae","wfo-0000120279"
"Commelina foliacea",NA,"Commelina","foliacea","Commelinaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Commelina foliacea","Commelina foliacea","Accepted",FALSE,"Chiov.","Commelina","Commelinaceae","wfo-0000358957"
"Dyschoriste hildebrandtii",NA,"Dyschoriste","hildebrandtii","Acanthaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Dyschoriste hildebrandtii","Dyschoriste hildebrandtii","Accepted",FALSE,"(S.Moore) Lindau ex O.B.Clarke","Dyschoriste","Acanthaceae","wfo-0000658303"
"Peperomia sp",NA,"Peperomia",NA,"Piperaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Peperomia sp",NA,NA,FALSE,NA,NA,NA,""
"Bremeria erectiloba",NA,"Bremeria","erectiloba","Rubiaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Bremeria erectiloba","Bremeria erectiloba","Accepted",FALSE,"(Wernham) Razafim. & Alejandro","Bremeria","Rubiaceae","wfo-0000791866"
"Erica rossii",NA,"Erica","rossii","Ericaceae","shrub","needleleaved","evergreen",NA,0,3,"ESH","Erica rossii","Erica rossii","Accepted",FALSE,"(N.E.Br.) Dorr","Erica","Ericaceae","wfo-0000673140"
"Persicaria capitata",NA,"Persicaria","capitata","Polygonaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Persicaria capitata","Persicaria capitata","Accepted",FALSE,"(Buch.-Ham. ex D.Don) H.Gross","Persicaria","Polygonaceae","wfo-0000490463"
"Petchia erythrocarpa",NA,"Petchia","erythrocarpa","Apocynaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Petchia erythrocarpa","Petchia erythrocarpa","Accepted",FALSE,"(Vatke) Leeuwenb.","Petchia","Apocynaceae","wfo-0000267787"
"Asystasia mysorensis",NA,"Asystasia","mysorensis","Acanthaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Asystasia mysorensis","Asystasia mysorensis","Accepted",FALSE,"(Roth) T.Anderson","Asystasia","Acanthaceae","wfo-1000051223"
"Erythroxylum sphaeranthum",NA,"Erythroxylum","sphaeranthum","Erythroxylaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Erythroxylum sphaeranthum","Erythroxylum sphaeranthum","Accepted",FALSE,"H.Perrier","Erythroxylum","Erythroxylaceae","wfo-0000680115"
"Galium aparinoides",NA,"Galium","aparinoides","Rubiaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Galium aparinoides","Galium aparinoides","Accepted",FALSE,"Forssk.","Galium","Rubiaceae","wfo-0000968323"
"Pittosporum verticillatum",NA,"Pittosporum","verticillatum","Pittosporaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Pittosporum verticillatum","Pittosporum gracile","Accepted",TRUE,"Pancher ex Brongn. & Gris","Pittosporum","Pittosporaceae","wfo-0000481126"
"Senecio johnstonei",NA,"Senecio","johnstonei","Asteraceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Senecio johnstonei","Senecio johnstonii","Accepted",FALSE,"H.H.Johnst.","Senecio","Asteraceae","wfo-0000093809"
"Ambavia capuronii",NA,"Ambavia","capuronii","Annonaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Ambavia capuronii","Ambavia capuronii","Accepted",FALSE,"(Cavaco & Keraudren) Le Thomas","Ambavia","Annonaceae","wfo-0000530677"
"Ruellia sp",NA,"Ruellia",NA,"Acanthaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Ruellia sp",NA,NA,FALSE,NA,NA,NA,""
"Peddiea fischeri",NA,"Peddiea","fischeri","Thymelaeaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Peddiea fischeri","Peddiea fischeri","Accepted",FALSE,"Engl.","Peddiea","Thymelaeaceae","wfo-0000475752"
"Coddia rudis",NA,"Coddia","rudis","Rubiaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Coddia rudis","Coddia rudis","Accepted",FALSE,"(E.Mey. ex Harv.) Verdc.","Coddia","Rubiaceae","wfo-0000904151"
"Cullumia bisulca",NA,"Cullumia","bisulca","Asteraceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Cullumia bisulca","Cullumia bisulca","Accepted",FALSE,"Less.","Cullumia","Asteraceae","wfo-0000037744"
"Empleurum unicapsularis",NA,"Empleurum","unicapsularis","Rutaceae","shrub","needleleaved","evergreen",NA,0,3,"ESH","Empleurum unicapsularis","Empleurum unicapsularis","Accepted",FALSE,"Skeels","Empleurum","Rutaceae","wfo-0000667286"
"Helichrysum dasyanthum",NA,"Helichrysum","dasyanthum","Asteraceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Helichrysum dasyanthum","Helichrysum dasyanthum","Accepted",FALSE,"Sweet","Helichrysum","Asteraceae","wfo-0000139019"
"Lauridia tetragona",NA,"Lauridia","tetragona","Celastraceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Lauridia tetragona","Lauridia tetragona","Accepted",FALSE,"(L.f.) R.H.Archer","Lauridia","Celastraceae","wfo-0001273975"
"Mimetes sp",NA,"Mimetes",NA,"Proteaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Mimetes sp","Mimetes stokoei","Accepted",FALSE,"E.Phillips & Hutch.","Mimetes","Proteaceae","wfo-0000452489"
"Struthiola sp",NA,"Struthiola",NA,"Thymelaeaceae","shrub","needleleaved","evergreen",NA,0,3,"ESH","Struthiola sp","Gnidia nana","Accepted",TRUE,"(L.f.) Wikstr.","Gnidia","Thymelaeaceae","wfo-0000704897"
"Sparrmannia africana",NA,"Sparrmannia","africana","Malvaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Sparrmannia africana","Sparrmannia africana","Accepted",FALSE,"L.f.","Sparrmannia","Malvaceae","wfo-0001142684"
"Thesium commutatum",NA,"Thesium","commutatum","Santalaceae","shrub","needleleaved","evergreen",NA,0,3,"ESH","Thesium commutatum","Thesium commutatum","Accepted",FALSE,"Sond.","Thesium","Santalaceae","wfo-0001134330"
"Leucospermum bolusii",NA,"Leucospermum","bolusii","Proteaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Leucospermum bolusii","Leucospermum bolusii","Accepted",FALSE,"Gand.","Leucospermum","Proteaceae","wfo-0001420841"
"Crassula moschata",NA,"Crassula","moschata","Crassulaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Crassula moschata","Crassula moschata","Accepted",FALSE,"G.Forst.","Crassula","Crassulaceae","wfo-0000625242"
"Passerina corymbosa",NA,"Passerina","corymbosa","Thymelaeaceae","shrub","needleleaved","evergreen",NA,0,3,"ESH","Passerina corymbosa","Passerina corymbosa","Accepted",FALSE,"Eckl. ex C.H.Wright","Passerina","Thymelaeaceae","wfo-0001272622"
"Caesalpinia stellata",NA,"Caesalpinia","stellata","Fabaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Caesalpinia stellata","Caesalpinia","Accepted",FALSE,"Plum. ex L.","Caesalpinia","Fabaceae","wfo-4000005909"
"Cynorkis pleistadenia",NA,"Cynorkis","pleistadenia","Orchidaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Cynorkis pleistadenia","Cynorkis pleistadenia","Accepted",FALSE,"(Rchb.f.) Schltr.","Cynorkis","Orchidaceae","wfo-0000934956"
"Geranium kilimandscharicum",NA,"Geranium","kilimandscharicum","Geraniaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Geranium kilimandscharicum","Geranium kilimandscharicum","Accepted",FALSE,"Engl.","Geranium","Geraniaceae","wfo-0000700677"
"Crassula sp",NA,"Crassula",NA,"Crassulaceae","shrub","broadleaved","evergreen",NA,0,3,"ESH","Crassula sp",NA,NA,FALSE,NA,NA,NA,""
